Frequency (Hz)	Level (dB)
5318.701172	-78.967865
5319.374084	-88.015320
5320.046997	-79.476982
5320.719910	-70.080849
5321.392822	-68.039078
5322.065735	-67.438614
5322.738647	-67.847595
5323.411560	-74.425919
5324.084473	-91.358902
5324.757385	-79.894600
5325.430298	-81.315163
5326.103210	-97.388809
5326.776123	-92.971176
5327.449036	-90.052284
5328.121948	-98.472359
5328.794861	-97.462791
5329.467773	-96.155968
5330.140686	-94.425652
5330.813599	-91.574287
5331.486511	-94.825325
5332.159424	-98.131424
5332.832336	-105.275330
5333.505249	-106.602478
5334.178162	-109.942848
5334.851074	-106.917641
5335.523987	-100.747093
5336.196899	-102.769424
5336.869812	-109.397751
5337.542725	-101.183617
5338.215637	-102.291809
5338.888550	-107.716362
5339.561462	-110.943413
5340.234375	-100.402695
5340.907288	-104.590202
5341.580200	-111.123810
5342.253113	-116.229324
5342.926025	-124.121201
5343.598938	-108.546066
5344.271851	-111.122475
5344.944763	-108.763184
5345.617676	-103.312057
5346.290588	-107.633682
5346.963501	-104.104111
5347.636414	-108.455879
5348.309326	-114.098152
5348.982239	-109.803162
5349.655151	-103.414917
5350.328064	-105.013870
5351.000977	-106.761154
5351.673889	-107.676613
5352.346802	-105.252426
5353.019714	-107.795532
5353.692627	-107.296349
5354.365540	-106.113464
5355.038452	-102.137375
5355.711365	-101.347610
5356.384277	-104.302208
5357.057190	-110.376137
5357.730103	-103.913879
5358.403015	-99.847145
5359.075928	-107.936584
5359.748840	-114.373169
5360.421753	-112.013840
5361.094666	-119.113701
5361.767578	-110.194824
5362.440491	-107.736893
5363.113403	-108.722084
5363.786316	-106.985619
5364.459229	-116.167358
5365.132141	-119.763290
5365.805054	-107.476288
5366.477966	-108.027443
5367.150879	-115.682312
5367.823792	-112.064552
5368.496704	-119.098679
5369.169617	-115.343452
5369.842529	-105.796265
5370.515442	-102.907303
5371.188354	-104.330719
5371.861267	-103.975746
5372.534180	-103.387001
5373.207092	-113.129562
5373.880005	-103.808441
5374.552917	-101.067528
5375.225830	-108.174461
5375.898743	-114.046425
5376.571655	-109.655701
5377.244568	-110.504318
5377.917480	-111.629158
5378.590393	-107.370575
5379.263306	-108.423439
5379.936218	-116.866531
5380.609131	-114.183220
5381.282043	-110.027786
5381.954956	-111.754707
5382.627869	-110.954369
5383.300781	-109.369759
5383.973694	-111.622765
5384.646606	-116.576035
5385.319519	-113.717339
5385.992432	-114.940521
5386.665344	-110.731651
5387.338257	-106.991402
5388.011169	-106.688759
5388.684082	-106.859352
5389.356995	-110.743355
5390.029907	-106.779686
5390.702820	-117.769547
5391.375732	-105.724197
5392.048645	-105.017212
5392.721558	-112.209915
5393.394470	-114.704376
5394.067383	-108.577560
5394.740295	-111.258530
5395.413208	-107.591309
5396.086121	-107.476463
5396.759033	-105.454689
5397.431946	-105.478531
5398.104858	-116.453743
5398.777771	-109.882980
5399.450684	-118.242683
5400.123596	-117.470581
5400.796509	-110.731247
5401.469421	-108.754372
5402.142334	-106.641296
5402.815247	-105.268631
5403.488159	-116.078476
5404.161072	-109.275391
5404.833984	-107.175560
5405.506897	-108.250931
5406.179810	-107.943275
5406.852722	-107.709717
5407.525635	-107.650703
5408.198547	-104.317787
5408.871460	-103.760986
5409.544373	-111.617706
5410.217285	-115.305649
5410.890198	-108.899422
5411.563110	-106.583794
5412.236023	-118.821442
5412.908936	-108.050339
5413.581848	-119.097710
5414.254761	-121.989952
5414.927673	-119.709450
5415.600586	-111.600357
5416.273499	-120.097275
5416.946411	-115.073311
5417.619324	-105.944511
5418.292236	-104.897690
5418.965149	-110.465698
5419.638062	-106.120789
5420.310974	-106.479912
5420.983887	-111.593384
5421.656799	-114.031784
5422.329712	-110.709389
5423.002625	-114.960213
5423.675537	-110.078064
5424.348450	-110.968033
5425.021362	-110.561630
5425.694275	-113.281776
5426.367188	-116.226257
5427.040100	-117.239311
5427.713013	-118.260040
5428.385925	-108.443977
5429.058838	-106.682961
5429.731750	-107.413040
5430.404663	-110.928123
5431.077576	-116.695206
5431.750488	-107.032906
5432.423401	-103.242630
5433.096313	-102.991974
5433.769226	-105.474213
5434.442139	-102.569298
5435.115051	-105.049438
5435.787964	-111.403687
5436.460876	-106.568275
5437.133789	-104.390411
5437.806702	-102.796188
5438.479614	-109.243088
5439.152527	-112.471741
5439.825439	-113.255836
5440.498352	-120.430038
5441.171265	-116.610367
5441.844177	-109.294350
5442.517090	-125.080887
5443.190002	-108.066086
5443.862915	-108.167450
5444.535828	-111.899300
5445.208740	-105.240585
5445.881653	-105.426682
5446.554565	-110.943321
5447.227478	-108.709831
5447.900391	-123.568314
5448.573303	-109.180946
5449.246216	-116.404152
5449.919128	-107.555878
5450.592041	-113.758316
5451.264954	-114.206627
5451.937866	-106.572517
5452.610779	-107.437218
5453.283691	-105.544334
5453.956604	-107.733810
5454.629517	-108.393753
5455.302429	-118.398544
5455.975342	-115.732567
5456.648254	-104.873192
5457.321167	-110.828064
5457.994080	-104.962067
5458.666992	-113.592743
5459.339905	-111.789154
5460.012817	-111.320938
5460.685730	-117.191216
5461.358643	-115.817604
5462.031555	-134.976212
5462.704468	-111.724106
5463.377380	-110.490402
5464.050293	-108.919991
5464.723206	-108.664467
5465.396118	-104.724632
5466.069031	-102.439423
5466.741943	-126.118042
5467.414856	-107.370934
5468.087769	-112.221191
5468.760681	-113.573433
5469.433594	-111.444443
5470.106506	-106.773834
5470.779419	-102.829521
5471.452332	-100.221069
5472.125244	-105.947990
5472.798157	-104.467674
5473.471069	-108.214691
5474.143982	-112.153152
5474.816895	-103.799858
5475.489807	-104.255318
5476.162720	-109.606468
5476.835632	-119.088760
5477.508545	-111.026390
5478.181458	-107.449455
5478.854370	-107.814125
5479.527283	-106.954414
5480.200195	-106.083672
5480.873108	-110.680984
5481.546021	-104.972420
5482.218933	-101.837296
5482.891846	-107.789009
5483.564758	-107.663246
5484.237671	-110.742203
5484.910583	-99.207664
5485.583496	-94.392616
5486.256409	-101.681694
5486.929321	-111.048805
5487.602234	-109.682442
5488.275146	-106.688972
5488.948059	-101.050018
5489.620972	-104.220200
5490.293884	-113.483849
5490.966797	-114.751907
5491.639709	-116.296440
5492.312622	-121.367470
5492.985535	-118.602798
5493.658447	-111.906197
5494.331360	-110.495293
5495.004272	-106.452324
5495.677185	-115.195152
5496.350098	-103.037323
5497.023010	-115.007050
5497.695923	-103.156181
5498.368835	-104.382210
5499.041748	-99.372322
5499.714661	-109.980667
5500.387573	-100.798103
5501.060486	-102.547760
5501.733398	-101.144188
5502.406311	-96.846298
5503.079224	-96.725838
5503.752136	-99.993599
5504.425049	-107.503204
5505.097961	-109.356857
5505.770874	-106.996910
5506.443787	-111.421280
5507.116699	-108.875610
5507.789612	-107.477318
5508.462524	-102.698540
5509.135437	-109.503571
5509.808350	-107.825874
5510.481262	-99.757698
5511.154175	-100.270134
5511.827087	-105.462906
5512.500000	-105.580238
5513.172913	-105.154022
5513.845825	-104.471977
5514.518738	-117.931419
5515.191650	-120.741364
5515.864563	-103.518547
5516.537476	-97.779144
5517.210388	-98.685966
5517.883301	-106.589195
5518.556213	-108.268234
5519.229126	-112.566132
5519.902039	-108.129929
5520.574951	-101.936218
5521.247864	-111.505043
5521.920776	-105.599556
5522.593689	-106.182739
5523.266602	-103.644745
5523.939514	-109.470787
5524.612427	-99.943016
5525.285339	-106.663589
5525.958252	-105.122040
5526.631165	-115.666107
5527.304077	-106.450432
5527.976990	-101.880836
5528.649902	-97.988983
5529.322815	-97.768837
5529.995728	-101.128731
5530.668640	-105.818085
5531.341553	-108.128334
5532.014465	-107.012985
5532.687378	-106.588387
5533.360291	-119.364357
5534.033203	-108.493942
5534.706116	-102.314720
5535.379028	-104.496368
5536.051941	-114.006981
5536.724854	-106.631157
5537.397766	-107.122841
5538.070679	-111.336319
5538.743591	-104.988968
5539.416504	-103.333763
5540.089417	-108.484558
5540.762329	-102.473701
5541.435242	-104.956512
5542.108154	-104.360420
5542.781067	-114.958641
5543.453979	-109.502327
5544.126892	-114.803886
5544.799805	-110.910652
5545.472717	-106.234558
5546.145630	-110.315620
5546.818542	-110.579727
5547.491455	-110.079987
5548.164368	-106.913116
5548.837280	-104.292473
5549.510193	-106.803169
5550.183105	-110.914391
5550.856018	-102.186157
5551.528931	-108.299377
5552.201843	-112.481415
5552.874756	-107.714859
5553.547668	-106.565208
5554.220581	-109.150734
5554.893494	-115.443642
5555.566406	-109.403023
5556.239319	-107.204407
5556.912231	-114.579987
5557.585144	-110.694992
5558.258057	-113.534615
5558.930969	-116.217628
5559.603882	-114.181000
5560.276794	-114.932816
5560.949707	-112.226601
5561.622620	-106.982712
5562.295532	-108.342613
5562.968445	-107.974831
5563.641357	-112.435753
5564.314270	-106.840614
5564.987183	-113.994896
5565.660095	-111.013023
5566.333008	-111.281067
5567.005920	-105.608025
5567.678833	-107.212891
5568.351746	-118.709137
5569.024658	-110.312576
5569.697571	-113.930061
5570.370483	-119.844788
5571.043396	-116.550110
5571.716309	-118.295349
5572.389221	-100.764610
5573.062134	-104.322655
5573.735046	-111.735558
5574.407959	-112.082184
5575.080872	-106.212425
5575.753784	-118.349678
5576.426697	-105.836998
5577.099609	-102.303268
5577.772522	-113.395523
5578.445435	-125.139046
5579.118347	-106.769386
5579.791260	-99.009087
5580.464172	-109.076675
5581.137085	-113.586266
5581.809998	-102.335106
5582.482910	-103.085831
5583.155823	-112.583496
5583.828735	-120.344315
5584.501648	-107.906357
5585.174561	-108.241318
5585.847473	-113.699417
5586.520386	-104.962021
5587.193298	-104.523216
5587.866211	-101.880402
5588.539124	-109.796593
5589.212036	-115.080467
5589.884949	-104.729034
5590.557861	-105.219734
5591.230774	-114.216034
5591.903687	-104.892288
5592.576599	-104.609329
5593.249512	-109.453575
5593.922424	-117.197792
5594.595337	-114.046516
5595.268250	-110.835159
5595.941162	-112.499023
5596.614075	-115.370949
5597.286987	-116.799568
5597.959900	-104.648125
5598.632812	-107.079788
5599.305725	-112.962708
5599.978638	-123.517021
5600.651550	-114.681923
5601.324463	-116.001442
5601.997375	-114.758331
5602.670288	-111.867859
5603.343201	-114.047691
5604.016113	-117.581322
5604.689026	-111.842117
5605.361938	-112.442368
5606.034851	-108.556007
5606.707764	-117.208481
5607.380676	-115.083351
5608.053589	-108.042236
5608.726501	-106.219345
5609.399414	-106.372421
5610.072327	-108.175423
5610.745239	-113.546638
5611.418152	-107.139114
5612.091064	-106.887428
5612.763977	-117.019119
5613.436890	-103.141457
5614.109802	-104.909782
5614.782715	-120.141640
5615.455627	-106.593681
5616.128540	-109.635834
5616.801453	-111.118698
5617.474365	-116.981522
5618.147278	-106.532310
5618.820190	-106.464661
5619.493103	-107.906799
5620.166016	-117.220306
5620.838928	-108.413483
5621.511841	-103.952576
5622.184753	-109.118690
5622.857666	-111.863335
5623.530579	-109.501541
5624.203491	-103.403847
5624.876404	-101.099594
5625.549316	-109.939537
5626.222229	-116.598129
5626.895142	-106.526413
5627.568054	-112.463081
5628.240967	-103.592804
5628.913879	-124.300812
5629.586792	-106.589867
5630.259705	-111.393463
5630.932617	-108.621201
5631.605530	-108.196182
5632.278442	-110.823814
5632.951355	-114.364861
5633.624268	-117.137604
5634.297180	-108.168701
5634.970093	-106.774055
5635.643005	-109.341530
5636.315918	-106.909691
5636.988831	-108.528259
5637.661743	-106.424911
5638.334656	-126.523849
5639.007568	-126.360405
5639.680481	-109.517563
5640.353394	-109.523666
5641.026306	-118.077408
5641.699219	-113.061584
5642.372131	-109.292908
5643.045044	-109.681160
5643.717957	-107.544281
5644.390869	-111.747749
5645.063782	-106.520294
5645.736694	-106.374847
5646.409607	-107.820854
5647.082520	-106.234238
5647.755432	-108.073311
5648.428345	-109.027695
5649.101257	-105.696587
5649.774170	-110.360519
5650.447083	-115.426933
5651.119995	-116.541512
5651.792908	-112.022255
5652.465820	-119.185249
5653.138733	-114.968781
5653.811646	-109.425949
5654.484558	-110.182945
5655.157471	-104.129280
5655.830383	-117.178894
5656.503296	-104.868187
5657.176208	-107.963089
5657.849121	-108.150055
5658.522034	-109.102943
5659.194946	-119.621208
5659.867859	-113.648399
5660.540771	-103.799202
5661.213684	-112.839935
5661.886597	-104.402847
5662.559509	-120.592186
5663.232422	-110.916687
5663.905334	-105.563629
5664.578247	-113.547058
5665.251160	-108.094414
5665.924072	-108.598900
5666.596985	-112.852448
5667.269897	-110.066185
5667.942810	-104.974236
5668.615723	-102.141273
5669.288635	-108.711609
5669.961548	-104.509460
5670.634460	-107.617363
5671.307373	-109.960159
5671.980286	-112.224739
5672.653198	-110.607132
5673.326111	-105.617470
5673.999023	-108.470573
5674.671936	-106.224495
5675.344849	-110.019402
5676.017761	-115.236992
5676.690674	-116.691574
5677.363586	-113.102158
5678.036499	-108.667488
5678.709412	-110.778320
5679.382324	-119.777626
5680.055237	-110.293076
5680.728149	-131.393402
5681.401062	-109.124733
5682.073975	-116.102036
5682.746887	-116.397903
5683.419800	-113.270828
5684.092712	-112.386353
5684.765625	-139.646591
5685.438538	-109.645691
5686.111450	-106.759697
5686.784363	-112.998688
5687.457275	-104.990845
5688.130188	-118.090919
5688.803101	-112.057457
5689.476013	-106.038765
5690.148926	-120.915886
5690.821838	-111.177597
5691.494751	-105.438133
5692.167664	-109.760872
5692.840576	-104.440491
5693.513489	-103.663513
5694.186401	-109.852867
5694.859314	-111.005600
5695.532227	-106.911484
5696.205139	-107.468666
5696.878052	-107.904243
5697.550964	-104.194733
5698.223877	-109.562431
5698.896790	-110.893730
5699.569702	-111.343811
5700.242615	-111.084526
5700.915527	-116.995087
5701.588440	-117.742653
5702.261353	-108.191315
5702.934265	-119.007401
5703.607178	-110.069023
5704.280090	-104.402016
5704.953003	-111.950928
5705.625916	-106.215385
5706.298828	-122.078995
5706.971741	-113.946579
5707.644653	-105.030807
5708.317566	-113.415558
5708.990479	-108.377357
5709.663391	-109.769325
5710.336304	-114.693138
5711.009216	-109.449722
5711.682129	-109.082489
5712.355042	-104.073822
5713.027954	-108.480934
5713.700867	-110.115257
5714.373779	-113.024902
5715.046692	-112.495789
5715.719604	-107.771988
5716.392517	-116.677345
5717.065430	-113.241035
5717.738342	-106.742859
5718.411255	-114.847092
5719.084167	-106.647102
5719.757080	-109.962929
5720.429993	-103.263824
5721.102905	-109.409561
5721.775818	-108.089806
5722.448730	-112.145386
5723.121643	-115.403313
5723.794556	-103.862656
5724.467468	-104.344315
5725.140381	-109.835968
5725.813293	-105.427353
5726.486206	-105.962433
5727.159119	-108.514786
5727.832031	-95.007935
5728.504944	-98.759262
5729.177856	-102.019371
5729.850769	-111.100037
5730.523682	-112.213699
5731.196594	-101.315002
5731.869507	-99.172752
5732.542419	-103.122787
5733.215332	-102.438133
5733.888245	-107.492119
5734.561157	-107.260498
5735.234070	-105.321045
5735.906982	-103.558907
5736.579895	-102.857185
5737.252808	-108.202835
5737.925720	-111.528336
5738.598633	-116.328751
5739.271545	-112.937157
5739.944458	-104.207024
5740.617371	-103.696846
5741.290283	-99.759941
5741.963196	-116.398079
5742.636108	-104.370972
5743.309021	-105.305199
5743.981934	-105.915024
5744.654846	-106.472687
5745.327759	-108.892540
5746.000671	-109.688629
5746.673584	-100.428177
5747.346497	-106.470459
5748.019409	-96.328827
5748.692322	-99.314201
5749.365234	-102.448204
5750.038147	-92.564270
5750.711060	-99.426392
5751.383972	-90.844368
5752.056885	-103.281860
5752.729797	-97.862930
5753.402710	-90.641792
5754.075623	-95.391190
5754.748535	-94.412918
5755.421448	-93.635590
5756.094360	-89.459625
5756.767273	-90.080315
5757.440186	-84.067993
5758.113098	-87.835701
5758.786011	-97.294975
5759.458923	-85.502838
5760.131836	-85.514191
5760.804749	-85.904434
5761.477661	-86.115868
5762.150574	-78.032402
5762.823486	-75.551369
5763.496399	-76.079086
5764.169312	-66.833687
5764.842224	-72.112953
5765.515137	-69.741997
5766.188049	-67.060951
5766.860962	-72.094673
5767.533875	-90.270821
5768.206787	-78.116417
5768.879700	-81.408730
5769.552612	-93.392326
5770.225525	-88.826607
5770.898438	-89.224213
5771.571350	-94.666359
5772.244263	-99.856621
5772.917175	-99.651299
5773.590088	-98.986916
5774.263000	-106.846252
5774.935913	-100.658348
5775.608826	-111.278435
5776.281738	-103.782959
5776.954651	-105.729469
5777.627563	-100.766609
5778.300476	-116.087532
5778.973389	-108.948624
5779.646301	-99.951828
5780.319214	-103.804123
5780.992126	-105.749092
5781.665039	-102.776138
5782.337952	-101.875900
5783.010864	-102.366821
5783.683777	-100.986870
5784.356689	-99.308319
5785.029602	-113.787659
5785.702515	-108.966316
5786.375427	-102.425751
5787.048340	-107.768745
5787.721252	-114.843330
5788.394165	-99.572136
5789.067078	-98.092964
5789.739990	-98.378113
5790.412903	-102.010727
5791.085815	-105.791359
5791.758728	-115.399452
5792.431641	-108.142586
5793.104553	-107.459785
5793.777466	-110.178810
5794.450378	-100.618286
5795.123291	-100.781372
5795.796204	-105.943947
5796.469116	-111.659790
5797.142029	-111.864449
5797.814941	-116.316345
5798.487854	-110.470367
5799.160767	-101.746185
5799.833679	-103.349510
5800.506592	-107.623825
5801.179504	-100.443466
5801.852417	-100.906387
5802.525330	-105.207092
5803.198242	-106.706902
5803.871155	-115.158035
5804.544067	-107.709892
5805.216980	-108.092216
5805.889893	-109.794975
5806.562805	-109.632942
5807.235718	-129.986237
5807.908630	-118.932892
5808.581543	-111.380600
5809.254456	-102.750153
5809.927368	-103.578026
5810.600281	-112.954010
5811.273193	-121.230003
5811.946106	-110.154762
5812.619019	-116.240189
5813.291931	-112.049011
5813.964844	-112.898697
5814.637756	-110.079582
5815.310669	-108.547058
5815.983582	-132.109039
5816.656494	-140.339828
5817.329407	-112.095726
5818.002319	-108.255173
5818.675232	-111.132835
5819.348145	-105.338852
5820.021057	-110.415565
5820.693970	-124.276878
5821.366882	-119.664993
5822.039795	-129.019150
5822.712708	-119.786720
5823.385620	-112.172813
5824.058533	-107.535416
5824.731445	-107.581535
5825.404358	-119.866013
5826.077271	-112.018044
5826.750183	-105.480995
5827.423096	-108.490143
5828.096008	-116.721397
5828.768921	-110.768509
5829.441833	-116.780258
5830.114746	-114.082458
5830.787659	-111.326759
5831.460571	-112.607491
5832.133484	-113.106812
5832.806396	-112.282097
5833.479309	-110.838402
5834.152222	-117.817947
5834.825134	-112.172417
5835.498047	-107.950424
5836.170959	-109.558365
5836.843872	-111.677353
5837.516785	-107.172447
5838.189697	-106.407318
5838.862610	-114.039146
5839.535522	-117.160667
5840.208435	-111.153671
5840.881348	-105.202995
5841.554260	-107.910393
5842.227173	-105.053856
5842.900085	-105.706841
5843.572998	-110.412399
5844.245911	-107.185661
5844.918823	-114.880753
5845.591736	-102.777069
5846.264648	-104.105743
5846.937561	-104.298882
5847.610474	-105.515923
5848.283386	-113.240517
5848.956299	-109.566887
5849.629211	-112.384735
5850.302124	-115.851456
5850.975037	-116.757080
5851.647949	-111.161591
5852.320862	-101.814468
5852.993774	-106.461334
5853.666687	-110.316994
5854.339600	-107.518234
5855.012512	-109.965683
5855.685425	-126.015404
5856.358337	-120.720146
5857.031250	-111.967140
5857.704163	-114.899933
5858.377075	-105.825340
5859.049988	-103.598900
5859.722900	-114.855728
5860.395813	-118.023491
5861.068726	-110.188362
5861.741638	-107.625328
5862.414551	-104.726662
5863.087463	-104.086090
5863.760376	-105.473236
5864.433289	-110.162102
5865.106201	-118.157211
5865.779114	-109.855911
5866.452026	-111.143639
5867.124939	-116.774178
5867.797852	-114.573334
5868.470764	-113.463791
5869.143677	-115.784676
5869.816589	-114.210403
5870.489502	-119.120796
5871.162415	-110.031937
5871.835327	-111.808578
5872.508240	-110.753426
5873.181152	-123.240105
5873.854065	-105.611641
5874.526978	-107.430145
5875.199890	-116.548378
5875.872803	-110.893913
5876.545715	-117.897308
5877.218628	-118.937057
5877.891541	-112.448029
5878.564453	-107.691788
5879.237366	-113.233360
5879.910278	-109.835670
5880.583191	-105.599800
5881.256104	-108.563820
5881.929016	-113.125893
5882.601929	-108.115318
5883.274841	-127.000412
5883.947754	-104.443871
5884.620667	-108.993431
5885.293579	-108.053169
5885.966492	-108.966713
5886.639404	-113.775986
5887.312317	-107.400978
5887.985229	-120.094002
5888.658142	-109.932449
5889.331055	-118.240021
5890.003967	-109.645256
5890.676880	-114.555283
5891.349792	-104.314293
5892.022705	-104.819435
5892.695618	-119.563187
5893.368530	-105.511612
5894.041443	-103.771896
5894.714355	-113.624451
5895.387268	-110.498550
5896.060181	-115.881554
5896.733093	-113.706886
5897.406006	-108.007538
5898.078918	-114.613853
5898.751831	-107.441490
5899.424744	-106.899208
5900.097656	-105.512039
5900.770569	-110.237350
5901.443481	-112.513885
5902.116394	-111.866531
5902.789307	-112.523140
5903.462219	-110.159782
5904.135132	-113.917183
5904.808044	-113.180893
5905.480957	-112.024826
5906.153870	-115.595634
5906.826782	-114.742004
5907.499695	-107.673218
5908.172607	-110.875282
5908.845520	-116.628662
5909.518433	-118.187218
5910.191345	-111.987396
5910.864258	-109.143623
5911.537170	-110.193481
5912.210083	-112.856613
5912.882996	-110.976555
5913.555908	-130.860901
5914.228821	-106.223488
5914.901733	-106.560074
5915.574646	-110.847443
5916.247559	-110.557426
5916.920471	-115.193954
5917.593384	-115.818008
5918.266296	-115.481056
5918.939209	-110.553360
5919.612122	-107.373726
5920.285034	-108.283073
5920.957947	-110.515457
5921.630859	-121.421753
5922.303772	-119.577827
5922.976685	-111.431625
5923.649597	-120.875336
5924.322510	-111.583160
5924.995422	-126.724113
5925.668335	-122.384468
5926.341248	-118.856247
5927.014160	-119.709137
5927.687073	-128.548950
5928.359985	-111.081993
5929.032898	-104.623138
5929.705811	-109.441437
5930.378723	-125.988899
5931.051636	-109.103821
5931.724548	-106.663063
5932.397461	-105.881294
5933.070374	-115.099190
5933.743286	-105.074959
5934.416199	-120.852554
5935.089111	-112.176949
5935.762024	-127.886307
5936.434937	-111.933403
5937.107849	-110.209549
5937.780762	-113.734489
5938.453674	-121.493088
5939.126587	-108.570259
5939.799500	-107.616959
5940.472412	-115.685059
5941.145325	-106.445793
5941.818237	-119.434860
5942.491150	-105.595764
5943.164062	-117.382767
5943.836975	-110.409081
5944.509888	-102.382050
5945.182800	-106.077141
5945.855713	-105.713593
5946.528625	-108.654053
5947.201538	-101.635521
5947.874451	-107.168671
5948.547363	-110.657036
5949.220276	-110.376213
5949.893188	-116.425240
5950.566101	-110.704536
5951.239014	-106.640953
5951.911926	-104.272957
5952.584839	-106.112694
5953.257751	-109.538528
5953.930664	-105.821205
5954.603577	-105.111832
5955.276489	-108.672943
5955.949402	-106.997055
5956.622314	-111.298470
5957.295227	-112.806679
5957.968140	-112.240021
5958.641052	-119.765388
5959.313965	-101.363693
5959.986877	-110.827461
5960.659790	-109.762764
5961.332703	-112.145378
5962.005615	-108.909935
5962.678528	-110.370972
5963.351440	-112.184425
5964.024353	-109.770920
5964.697266	-104.457153
5965.370178	-102.842354
5966.043091	-106.045715
5966.716003	-103.632248
5967.388916	-116.989555
5968.061829	-103.362053
5968.734741	-113.212074
5969.407654	-107.946594
5970.080566	-117.106354
5970.753479	-111.091873
5971.426392	-102.734879
5972.099304	-107.673569
5972.772217	-103.355095
5973.445129	-106.425591
5974.118042	-113.622871
5974.790955	-106.033287
5975.463867	-119.634598
5976.136780	-109.124702
5976.809692	-114.161476
5977.482605	-108.982674
5978.155518	-108.241280
5978.828430	-113.999741
5979.501343	-110.211418
5980.174255	-108.017075
5980.847168	-107.112946
5981.520081	-110.590065
5982.192993	-115.064354
5982.865906	-108.739487
5983.538818	-111.214798
5984.211731	-107.823845
5984.884644	-115.688194
5985.557556	-111.168983
5986.230469	-110.023956
5986.903381	-105.675133
5987.576294	-106.540962
5988.249207	-111.539764
5988.922119	-113.843895
5989.595032	-129.463501
5990.267944	-110.307930
5990.940857	-107.149963
5991.613770	-105.173004
5992.286682	-116.581505
5992.959595	-107.722389
5993.632507	-107.342697
5994.305420	-107.903862
5994.978333	-109.776207
5995.651245	-112.701073
5996.324158	-114.727661
5996.997070	-110.727043
5997.669983	-128.681564
5998.342896	-123.335442
5999.015808	-110.480721
5999.688721	-112.085487
6000.361633	-114.627678
6001.034546	-106.121735
6001.707458	-107.164696
6002.380371	-114.309776
6003.053284	-110.818336
6003.726196	-107.922249
6004.399109	-108.573105
6005.072021	-118.380882
6005.744934	-119.170639
6006.417847	-109.087479
6007.090759	-111.478271
6007.763672	-109.498756
6008.436584	-107.666603
6009.109497	-112.843811
6009.782410	-130.772385
6010.455322	-110.569054
6011.128235	-113.659782
6011.801147	-109.083427
6012.474060	-108.814674
6013.146973	-112.072304
6013.819885	-110.964859
6014.492798	-113.927795
6015.165710	-115.236580
6015.838623	-111.306992
6016.511536	-106.174774
6017.184448	-111.532028
6017.857361	-112.644394
6018.530273	-123.075874
6019.203186	-112.778336
6019.876099	-116.681442
6020.549011	-108.287712
6021.221924	-117.430779
6021.894836	-105.896759
6022.567749	-108.640793
6023.240662	-115.094040
6023.913574	-113.836388
6024.586487	-110.215889
6025.259399	-112.421150
6025.932312	-119.146004
6026.605225	-111.395874
6027.278137	-108.649986
6027.951050	-120.124184
6028.623962	-124.111404
6029.296875	-114.279343
6029.969788	-115.733719
6030.642700	-133.039749
6031.315613	-120.416832
6031.988525	-130.099899
6032.661438	-115.863953
6033.334351	-114.067734
6034.007263	-105.394348
6034.680176	-112.630592
6035.353088	-107.448463
6036.026001	-106.489052
6036.698914	-108.906502
6037.371826	-115.143600
6038.044739	-111.694862
6038.717651	-106.200981
6039.390564	-112.950943
6040.063477	-108.795364
6040.736389	-107.547516
6041.409302	-117.552803
6042.082214	-110.161346
6042.755127	-107.563576
6043.428040	-111.650856
6044.100952	-111.747620
6044.773865	-105.704704
6045.446777	-107.051834
6046.119690	-113.918076
6046.792603	-109.079224
6047.465515	-106.398071
6048.138428	-107.174362
6048.811340	-107.790703
6049.484253	-112.186676
6050.157166	-110.795647
6050.830078	-113.565956
6051.502991	-115.348572
6052.175903	-114.562904
6052.848816	-108.685417
6053.521729	-105.623611
6054.194641	-112.312790
6054.867554	-109.597145
6055.540466	-108.450974
6056.213379	-133.463501
6056.886292	-112.120689
6057.559204	-108.830101
6058.232117	-116.115944
6058.905029	-117.373589
6059.577942	-110.422363
6060.250854	-114.027771
6060.923767	-114.217369
6061.596680	-116.679276
6062.269592	-108.542038
6062.942505	-102.860519
6063.615417	-104.164268
6064.288330	-104.808388
6064.961243	-103.963806
6065.634155	-102.154976
6066.307068	-104.574203
6066.979980	-108.964546
6067.652893	-102.114532
6068.325806	-104.116051
6068.998718	-109.260330
6069.671631	-108.840012
6070.344543	-107.370155
6071.017456	-107.742470
6071.690369	-122.551392
6072.363281	-119.246223
6073.036194	-112.559990
6073.709106	-103.639343
6074.382019	-98.859314
6075.054932	-100.018288
6075.727844	-105.638519
6076.400757	-116.821152
6077.073669	-107.616089
6077.746582	-107.741898
6078.419495	-109.642723
6079.092407	-104.301796
6079.765320	-107.070656
6080.438232	-114.342644
6081.111145	-106.820435
6081.784058	-108.623810
6082.456970	-115.814468
6083.129883	-104.618546
6083.802795	-103.286110
6084.475708	-108.375832
6085.148621	-105.230217
6085.821533	-107.476974
6086.494446	-114.520813
6087.167358	-102.421417
6087.840271	-98.485054
6088.513184	-100.075752
6089.186096	-107.344978
6089.859009	-100.924149
6090.531921	-96.179161
6091.204834	-99.750198
6091.877747	-106.765884
6092.550659	-96.453316
6093.223572	-94.491150
6093.896484	-97.896828
6094.569397	-100.828911
6095.242310	-102.853287
6095.915222	-103.635956
6096.588135	-103.816666
6097.261047	-113.765648
6097.933960	-102.857132
6098.606873	-99.682083
6099.279785	-105.879593
6099.952698	-106.747215
6100.625610	-101.631500
6101.298523	-103.549889
6101.971436	-100.575249
