Frequency (Hz)	Level (dB)
11738.960266	-112.587845
11739.633179	-110.131966
11740.306091	-105.211929
11740.979004	-108.101562
11741.651917	-112.916374
11742.324829	-113.878075
11742.997742	-111.733337
11743.670654	-109.178177
11744.343567	-109.627983
11745.016479	-114.163483
11745.689392	-116.348030
11746.362305	-120.969391
11747.035217	-121.313393
11747.708130	-110.992416
11748.381042	-113.501617
11749.053955	-116.801537
11749.726868	-115.044876
11750.399780	-129.706650
11751.072693	-123.109589
11751.745605	-117.302383
11752.418518	-112.779320
11753.091431	-109.889946
11753.764343	-111.807236
11754.437256	-112.552231
11755.110168	-115.955696
11755.783081	-131.085297
11756.455994	-122.752594
11757.128906	-110.901558
11757.801819	-108.157082
11758.474731	-124.361954
11759.147644	-123.169502
11759.820557	-118.542572
11760.493469	-117.364960
11761.166382	-115.534935
11761.839294	-119.092766
11762.512207	-121.741188
11763.185120	-119.956474
11763.858032	-109.585052
11764.530945	-108.452660
11765.203857	-111.157364
11765.876770	-114.134659
11766.549683	-127.580711
11767.222595	-114.255066
11767.895508	-116.592972
11768.568420	-119.527718
11769.241333	-111.932793
11769.914246	-116.979851
11770.587158	-114.402863
11771.260071	-113.330429
11771.932983	-136.563049
11772.605896	-117.745499
11773.278809	-120.049271
11773.951721	-118.961975
11774.624634	-113.276672
11775.297546	-109.625229
11775.970459	-110.311279
11776.643372	-111.396843
11777.316284	-113.964706
11777.989197	-114.619354
11778.662109	-111.857430
11779.335022	-113.058739
11780.007935	-111.383926
11780.680847	-107.388237
11781.353760	-108.079964
11782.026672	-124.021591
11782.699585	-113.198669
11783.372498	-113.085625
11784.045410	-108.232773
11784.718323	-114.521004
11785.391235	-116.056335
11786.064148	-113.884628
11786.737061	-112.590530
11787.409973	-111.715500
11788.082886	-112.722984
11788.755798	-116.254288
11789.428711	-114.959373
11790.101624	-115.936394
11790.774536	-116.436729
11791.447449	-117.129051
11792.120361	-119.687057
11792.793274	-122.380280
11793.466187	-124.575447
11794.139099	-118.673828
11794.812012	-111.419693
11795.484924	-116.019974
11796.157837	-122.179680
11796.830750	-116.199478
11797.503662	-117.787392
11798.176575	-120.192719
11798.849487	-124.184792
11799.522400	-115.633789
11800.195312	-111.711700
11800.868225	-117.015137
11801.541138	-117.444366
11802.214050	-111.641914
11802.886963	-115.616760
11803.559875	-125.918076
11804.232788	-117.532829
11804.905701	-116.327446
11805.578613	-119.624710
11806.251526	-118.074532
11806.924438	-114.461815
11807.597351	-112.129303
11808.270264	-114.693314
11808.943176	-119.975723
11809.616089	-112.547691
11810.289001	-109.603279
11810.961914	-111.532051
11811.634827	-115.516014
11812.307739	-119.597206
11812.980652	-116.431808
11813.653564	-118.587708
11814.326477	-115.374031
11814.999390	-126.070816
11815.672302	-127.078514
11816.345215	-122.794052
11817.018127	-118.972641
11817.691040	-119.940308
11818.363953	-121.433830
11819.036865	-114.903679
11819.709778	-115.492973
11820.382690	-116.359184
11821.055603	-127.610283
11821.728516	-128.415131
11822.401428	-119.416588
11823.074341	-120.406784
11823.747253	-115.043091
11824.420166	-119.022797
11825.093079	-123.161621
11825.765991	-124.760689
11826.438904	-123.654793
11827.111816	-122.139168
11827.784729	-122.960770
11828.457642	-112.341225
11829.130554	-112.970779
11829.803467	-115.743286
11830.476379	-118.616478
11831.149292	-116.041298
11831.822205	-136.591309
11832.495117	-114.623825
11833.168030	-119.858391
11833.840942	-111.982567
11834.513855	-122.486420
11835.186768	-112.058189
11835.859680	-110.573395
11836.532593	-113.969521
11837.205505	-118.733147
11837.878418	-125.362228
11838.551331	-117.911331
11839.224243	-117.019394
11839.897156	-115.394203
11840.570068	-112.568138
11841.242981	-130.578354
11841.915894	-112.982689
11842.588806	-120.310295
11843.261719	-128.749619
11843.934631	-110.763557
11844.607544	-115.179558
11845.280457	-121.819305
11845.953369	-118.814857
11846.626282	-119.852356
11847.299194	-121.808342
11847.972107	-123.065094
11848.645020	-115.136223
11849.317932	-114.416946
11849.990845	-115.719765
11850.663757	-118.080162
11851.336670	-119.412498
11852.009583	-115.640053
11852.682495	-120.176720
11853.355408	-118.798981
11854.028320	-119.608139
11854.701233	-115.847893
11855.374146	-120.727966
11856.047058	-130.000381
11856.719971	-117.529205
11857.392883	-119.717873
11858.065796	-114.000908
11858.738708	-111.324379
11859.411621	-108.277313
11860.084534	-109.343590
11860.757446	-109.236351
11861.430359	-112.709015
11862.103271	-122.851532
11862.776184	-129.441544
11863.449097	-113.921509
11864.122009	-111.102760
11864.794922	-116.378159
11865.467834	-117.765808
11866.140747	-113.536484
11866.813660	-122.121384
11867.486572	-109.913208
11868.159485	-112.219429
11868.832397	-111.510681
11869.505310	-113.011940
11870.178223	-115.758987
11870.851135	-121.841553
11871.524048	-118.329216
11872.196960	-111.714058
11872.869873	-110.616325
11873.542786	-124.829918
11874.215698	-113.894913
11874.888611	-109.227020
11875.561523	-110.194038
11876.234436	-113.471970
11876.907349	-116.594246
11877.580261	-114.212082
11878.253174	-121.471909
11878.926086	-111.314095
11879.598999	-113.792305
11880.271912	-120.322144
11880.944824	-113.071907
11881.617737	-111.301331
11882.290649	-111.505676
11882.963562	-117.573952
11883.636475	-111.408813
11884.309387	-113.610710
11884.982300	-113.349045
11885.655212	-120.497765
11886.328125	-117.741646
11887.001038	-115.288132
11887.673950	-115.878433
11888.346863	-118.118927
11889.019775	-116.251572
11889.692688	-118.585739
11890.365601	-117.764938
11891.038513	-123.473297
11891.711426	-120.002136
11892.384338	-114.291336
11893.057251	-129.140167
11893.730164	-124.516617
11894.403076	-115.790955
11895.075989	-114.566841
11895.748901	-112.113914
11896.421814	-123.615723
11897.094727	-112.878555
11897.767639	-110.577454
11898.440552	-110.646980
11899.113464	-111.510979
11899.786377	-113.606026
11900.459290	-112.887497
11901.132202	-112.882034
11901.805115	-118.909088
11902.478027	-120.589218
11903.150940	-119.600998
11903.823853	-122.561577
11904.496765	-117.321213
11905.169678	-121.267105
11905.842590	-117.123756
11906.515503	-118.671051
11907.188416	-112.286156
11907.861328	-113.176529
11908.534241	-111.926155
11909.207153	-113.899841
11909.880066	-117.896393
11910.552979	-124.391266
11911.225891	-117.996529
11911.898804	-113.336266
11912.571716	-111.150200
11913.244629	-112.364281
11913.917542	-118.190971
11914.590454	-114.642990
11915.263367	-120.150261
11915.936279	-119.037209
11916.609192	-116.864876
11917.282104	-118.175240
11917.955017	-121.495140
11918.627930	-134.570358
11919.300842	-115.288727
11919.973755	-119.430252
11920.646667	-113.875259
11921.319580	-112.902802
11921.992493	-123.871475
11922.665405	-128.690948
11923.338318	-123.898643
11924.011230	-117.511368
11924.684143	-121.362671
11925.357056	-117.699265
11926.029968	-120.472977
11926.702881	-128.284760
11927.375793	-117.251991
11928.048706	-125.567719
11928.721619	-121.993698
11929.394531	-118.671944
11930.067444	-123.096626
11930.740356	-122.782959
11931.413269	-120.596863
11932.086182	-116.164253
11932.759094	-114.219307
11933.432007	-114.955269
11934.104919	-121.626930
11934.777832	-118.434097
11935.450745	-120.368202
11936.123657	-142.156570
11936.796570	-114.819939
11937.469482	-116.046524
11938.142395	-113.891151
11938.815308	-119.565918
11939.488220	-117.622635
11940.161133	-116.726379
11940.834045	-125.381248
11941.506958	-123.074196
11942.179871	-117.311813
11942.852783	-112.209099
11943.525696	-131.088882
11944.198608	-123.020950
11944.871521	-120.824684
11945.544434	-119.417198
11946.217346	-118.349670
11946.890259	-117.143951
11947.563171	-124.341072
11948.236084	-118.441704
11948.908997	-127.249481
11949.581909	-117.662270
11950.254822	-124.219856
11950.927734	-110.901489
11951.600647	-112.725113
11952.273560	-115.712044
11952.946472	-113.201897
11953.619385	-126.629753
11954.292297	-118.414200
11954.965210	-112.116562
11955.638123	-121.506546
11956.311035	-115.613800
11956.983948	-109.290207
11957.656860	-116.722275
11958.329773	-113.472931
11959.002686	-112.586990
11959.675598	-111.054016
11960.348511	-108.263725
11961.021423	-107.034584
11961.694336	-119.172318
11962.367249	-107.561287
11963.040161	-114.917290
11963.713074	-117.158524
11964.385986	-110.717529
11965.058899	-104.352402
11965.731812	-108.764191
11966.404724	-126.138062
11967.077637	-102.632927
11967.750549	-103.639328
11968.423462	-100.469353
11969.096375	-97.804993
11969.769287	-97.446541
11970.442200	-112.327156
11971.115112	-94.559349
11971.788025	-92.162056
11972.460938	-95.836143
11973.133850	-98.596321
11973.806763	-92.626976
11974.479675	-88.910873
11975.152588	-86.936737
11975.825500	-88.770645
11976.498413	-100.490265
11977.171326	-95.984314
11977.844238	-94.009010
11978.517151	-101.620003
11979.190063	-107.863312
11979.862976	-102.372696
11980.535889	-105.365723
11981.208801	-118.274986
11981.881714	-106.895439
11982.554626	-109.453629
11983.227539	-111.524086
11983.900452	-109.593597
11984.573364	-107.419815
11985.246277	-107.345810
11985.919189	-108.332100
11986.592102	-110.206085
11987.265015	-108.138924
11987.937927	-110.780098
11988.610840	-115.476837
11989.283752	-113.888397
11989.956665	-116.306396
11990.629578	-116.834511
11991.302490	-112.814583
11991.975403	-128.561172
11992.648315	-124.773552
11993.321228	-125.535133
11993.994141	-113.880814
11994.667053	-119.361374
11995.339966	-123.445885
11996.012878	-131.015411
11996.685791	-116.892517
11997.358704	-115.033966
11998.031616	-117.779083
11998.704529	-112.788132
11999.377441	-115.311584
12000.050354	-113.503380
12000.723267	-116.074326
12001.396179	-121.044342
12002.069092	-115.060623
12002.742004	-109.117317
12003.414917	-113.655228
12004.087830	-120.204041
12004.760742	-117.268570
12005.433655	-118.607727
12006.106567	-120.359360
12006.779480	-122.277916
12007.452393	-124.284523
12008.125305	-121.929077
12008.798218	-112.481918
12009.471130	-111.177109
12010.144043	-112.662354
12010.816956	-112.602119
12011.489868	-118.368149
12012.162781	-119.360367
12012.835693	-113.928055
12013.508606	-109.195625
12014.181519	-114.807068
12014.854431	-115.479294
12015.527344	-113.414261
12016.200256	-113.075653
12016.873169	-112.071251
12017.546082	-122.632088
12018.218994	-117.883499
12018.891907	-116.331627
12019.564819	-127.365326
12020.237732	-124.921249
12020.910645	-116.436836
12021.583557	-119.056282
12022.256470	-117.961777
12022.929382	-123.123062
12023.602295	-120.030182
12024.275208	-118.098473
12024.948120	-123.768135
12025.621033	-114.227264
12026.293945	-110.753731
12026.966858	-113.546356
12027.639771	-119.808022
12028.312683	-119.431770
12028.985596	-119.155182
12029.658508	-115.352905
12030.331421	-121.215805
12031.004333	-123.467781
12031.677246	-119.981697
12032.350159	-124.806335
12033.023071	-120.811073
12033.695984	-111.424782
12034.368896	-114.423325
12035.041809	-123.629219
12035.714722	-123.249619
12036.387634	-117.834099
12037.060547	-119.914818
12037.733459	-126.048927
12038.406372	-126.681656
12039.079285	-119.732201
12039.752197	-116.213997
12040.425110	-117.168869
12041.098022	-118.151512
12041.770935	-120.702332
12042.443848	-117.902794
12043.116760	-117.334351
12043.789673	-123.069023
12044.462585	-121.254478
12045.135498	-120.568245
12045.808411	-116.390923
12046.481323	-119.248291
12047.154236	-114.391281
12047.827148	-117.331795
12048.500061	-116.006966
12049.172974	-117.595001
12049.845886	-132.527237
12050.518799	-124.942474
12051.191711	-118.857849
12051.864624	-112.736710
12052.537537	-114.668083
12053.210449	-114.061913
12053.883362	-118.243401
12054.556274	-116.815231
12055.229187	-120.547417
12055.902100	-112.878700
12056.575012	-133.507736
12057.247925	-110.399338
12057.920837	-111.290901
12058.593750	-112.561310
12059.266663	-114.742470
12059.939575	-111.582809
12060.612488	-114.702309
12061.285400	-113.433319
12061.958313	-108.892647
12062.631226	-118.246613
12063.304138	-116.851570
12063.977051	-132.399765
12064.649963	-124.814758
12065.322876	-128.577484
12065.995789	-117.462265
12066.668701	-129.289536
12067.341614	-120.864723
12068.014526	-118.507240
12068.687439	-116.532509
12069.360352	-112.786499
12070.033264	-113.005760
12070.706177	-118.844246
12071.379089	-132.068649
12072.052002	-119.113632
12072.724915	-109.981834
12073.397827	-112.762589
12074.070740	-119.145920
12074.743652	-115.144653
12075.416565	-115.506180
12076.089478	-113.846069
12076.762390	-115.278008
12077.435303	-123.162247
12078.108215	-119.264656
12078.781128	-115.612511
12079.454041	-114.918571
12080.126953	-116.936958
12080.799866	-134.551971
12081.472778	-120.573814
12082.145691	-126.000557
12082.818604	-118.567230
12083.491516	-123.552132
12084.164429	-120.096130
12084.837341	-118.291367
12085.510254	-119.390228
12086.183167	-117.093620
12086.856079	-115.552811
12087.528992	-117.603180
12088.201904	-116.987411
12088.874817	-116.798386
12089.547729	-123.575645
12090.220642	-116.347076
12090.893555	-109.436295
12091.566467	-115.005005
12092.239380	-123.559464
12092.912292	-112.877205
12093.585205	-117.045555
12094.258118	-118.044098
12094.931030	-117.345665
12095.603943	-129.892136
12096.276855	-123.823494
12096.949768	-120.281059
12097.622681	-124.160637
12098.295593	-124.684830
12098.968506	-116.927307
12099.641418	-120.113731
12100.314331	-135.592392
12100.987244	-124.737991
12101.660156	-121.537003
12102.333069	-115.796364
12103.005981	-120.497002
12103.678894	-118.930000
12104.351807	-118.400665
12105.024719	-115.511482
12105.697632	-117.282616
12106.370544	-115.303429
12107.043457	-121.681152
12107.716370	-116.040749
12108.389282	-127.693672
12109.062195	-115.143661
12109.735107	-119.406265
12110.408020	-119.265526
12111.080933	-133.789612
12111.753845	-117.249046
12112.426758	-127.678551
12113.099670	-123.140511
12113.772583	-116.712593
12114.445496	-116.849823
12115.118408	-118.931778
12115.791321	-115.168747
12116.464233	-110.365295
12117.137146	-112.413429
12117.810059	-119.835762
12118.482971	-124.287399
12119.155884	-116.542465
12119.828796	-115.808739
12120.501709	-116.179291
12121.174622	-115.702278
12121.847534	-118.434959
12122.520447	-114.598404
12123.193359	-113.404160
12123.866272	-115.237000
12124.539185	-116.789528
12125.212097	-122.305084
12125.885010	-115.334465
12126.557922	-128.097321
12127.230835	-129.362930
12127.903748	-121.130730
12128.576660	-128.548660
12129.249573	-126.840630
12129.922485	-118.984055
12130.595398	-119.973495
12131.268311	-117.252060
12131.941223	-112.671196
12132.614136	-125.156662
12133.287048	-117.022408
12133.959961	-121.971947
12134.632874	-119.496948
12135.305786	-122.614258
12135.978699	-115.456726
12136.651611	-112.709427
12137.324524	-132.084808
12137.997437	-120.057533
12138.670349	-115.853691
12139.343262	-111.229538
12140.016174	-120.447945
12140.689087	-122.763458
12141.362000	-114.830055
12142.034912	-114.267532
12142.707825	-116.008568
12143.380737	-117.437294
12144.053650	-119.974419
12144.726562	-115.574837
12145.399475	-111.355042
12146.072388	-127.078186
12146.745300	-121.966148
12147.418213	-120.491615
12148.091125	-154.837402
12148.764038	-124.169983
12149.436951	-124.894768
12150.109863	-116.635704
12150.782776	-136.676682
12151.455688	-113.156151
12152.128601	-110.724030
12152.801514	-122.370926
12153.474426	-113.272987
12154.147339	-114.677750
12154.820251	-112.401825
12155.493164	-114.699905
12156.166077	-111.989082
12156.838989	-117.189941
12157.511902	-106.480934
12158.184814	-108.834801
12158.857727	-110.303734
12159.530640	-121.606323
12160.203552	-117.064590
12160.876465	-116.962898
12161.549377	-125.850067
12162.222290	-128.132721
12162.895203	-115.230911
12163.568115	-114.824677
12164.241028	-120.185089
12164.913940	-114.424423
12165.586853	-114.322899
12166.259766	-111.714333
12166.932678	-126.934082
12167.605591	-131.226776
12168.278503	-118.456947
12168.951416	-115.185959
12169.624329	-118.426498
12170.297241	-119.117165
12170.970154	-119.973045
12171.643066	-120.563736
12172.315979	-114.713188
12172.988892	-112.485100
12173.661804	-115.589706
12174.334717	-117.750641
12175.007629	-126.142227
12175.680542	-121.560547
12176.353455	-129.477570
12177.026367	-123.363472
12177.699280	-123.001678
12178.372192	-118.390373
12179.045105	-117.599716
12179.718018	-114.534798
12180.390930	-110.606529
12181.063843	-112.247467
12181.736755	-114.164970
12182.409668	-115.305519
12183.082581	-119.417496
12183.755493	-126.324150
12184.428406	-120.104019
12185.101318	-117.431168
12185.774231	-117.933571
12186.447144	-123.689682
12187.120056	-120.329132
12187.792969	-115.223190
12188.465881	-114.124260
12189.138794	-115.184631
12189.811707	-113.233452
12190.484619	-113.207390
12191.157532	-121.999718
12191.830444	-119.762390
12192.503357	-118.393028
12193.176270	-119.951004
12193.849182	-123.944351
12194.522095	-128.998657
12195.195007	-119.763519
12195.867920	-115.039459
12196.540833	-117.847931
12197.213745	-110.773163
12197.886658	-113.942383
12198.559570	-123.511803
12199.232483	-115.784050
12199.905396	-117.225044
12200.578308	-128.161652
12201.251221	-125.463654
12201.924133	-140.199905
12202.597046	-117.980560
12203.269958	-122.925934
12203.942871	-129.622665
12204.615784	-118.058769
12205.288696	-114.812492
12205.961609	-124.800812
12206.634521	-121.080383
12207.307434	-114.192154
12207.980347	-113.876892
12208.653259	-120.610229
12209.326172	-117.553673
12209.999084	-113.498253
12210.671997	-115.813126
12211.344910	-118.479721
12212.017822	-120.954903
12212.690735	-126.135826
12213.363647	-125.347183
12214.036560	-118.544319
12214.709473	-125.254936
12215.382385	-122.192177
12216.055298	-121.556442
12216.728210	-118.545372
12217.401123	-112.121613
12218.074036	-114.104546
12218.746948	-121.605766
12219.419861	-119.459595
12220.092773	-122.029213
12220.765686	-118.065857
12221.438599	-119.335136
12222.111511	-116.898674
12222.784424	-119.494102
12223.457336	-121.583130
12224.130249	-114.346573
12224.803162	-115.974007
12225.476074	-117.189102
12226.148987	-118.853119
12226.821899	-119.064392
12227.494812	-120.140045
12228.167725	-116.349541
12228.840637	-116.825211
12229.513550	-113.632523
12230.186462	-114.362671
12230.859375	-113.773727
12231.532288	-113.338272
12232.205200	-114.990143
12232.878113	-113.680359
12233.551025	-120.769478
12234.223938	-120.413925
12234.896851	-120.526924
12235.569763	-114.288483
12236.242676	-116.359222
12236.915588	-118.635902
12237.588501	-121.991348
12238.261414	-126.509270
12238.934326	-118.363373
12239.607239	-118.403015
12240.280151	-124.322960
12240.953064	-123.499336
12241.625977	-123.218239
12242.298889	-135.269104
12242.971802	-141.229095
12243.644714	-115.319931
12244.317627	-115.559326
12244.990540	-115.326202
12245.663452	-113.473122
12246.336365	-117.391487
12247.009277	-122.406197
12247.682190	-136.945801
12248.355103	-121.695435
12249.028015	-110.874062
12249.700928	-115.882957
12250.373840	-120.987831
12251.046753	-118.005882
12251.719666	-108.944511
12252.392578	-108.567680
12253.065491	-118.419197
12253.738403	-117.861725
12254.411316	-113.238022
12255.084229	-115.932732
12255.757141	-114.996002
12256.430054	-117.219818
12257.102966	-111.508957
12257.775879	-106.354469
12258.448792	-110.794998
12259.121704	-115.865990
12259.794617	-132.132935
12260.467529	-119.164017
12261.140442	-122.251076
12261.813354	-119.493736
12262.486267	-114.122154
12263.159180	-114.008247
12263.832092	-111.808388
12264.505005	-111.133858
12265.177917	-113.268761
12265.850830	-122.596695
12266.523743	-125.638100
12267.196655	-119.148438
12267.869568	-115.467781
12268.542480	-110.248825
12269.215393	-116.060974
12269.888306	-122.431007
12270.561218	-120.254066
12271.234131	-111.810783
12271.907043	-116.973145
12272.579956	-117.653458
12273.252869	-123.928627
12273.925781	-124.513664
12274.598694	-121.957787
12275.271606	-121.798935
12275.944519	-117.528503
12276.617432	-141.770981
12277.290344	-111.085876
12277.963257	-109.422684
12278.636169	-121.166702
12279.309082	-122.868538
12279.981995	-114.570076
12280.654907	-116.572311
12281.327820	-121.565262
12282.000732	-123.831024
12282.673645	-124.193100
12283.346558	-122.997597
12284.019470	-123.872749
12284.692383	-116.851730
12285.365295	-118.372009
12286.038208	-114.139610
12286.711121	-115.380768
12287.384033	-118.232834
12288.056946	-113.837402
12288.729858	-114.363083
12289.402771	-119.017067
12290.075684	-116.431084
12290.748596	-115.185738
12291.421509	-120.624931
12292.094421	-120.949371
12292.767334	-130.064621
12293.440247	-130.665115
12294.113159	-122.470993
12294.786072	-126.510925
12295.458984	-122.386627
12296.131897	-114.722107
12296.804810	-115.324715
12297.477722	-115.836708
12298.150635	-110.766396
12298.823547	-114.261536
12299.496460	-116.396088
12300.169373	-114.987740
12300.842285	-116.193428
12301.515198	-123.471436
12302.188110	-118.325012
12302.861023	-113.952728
12303.533936	-117.412468
12304.206848	-121.510742
12304.879761	-120.988075
12305.552673	-123.672104
12306.225586	-121.762924
12306.898499	-119.310387
12307.571411	-118.302887
12308.244324	-116.234879
12308.917236	-115.938072
12309.590149	-113.764626
12310.263062	-119.678505
12310.935974	-135.036331
12311.608887	-117.823036
12312.281799	-119.938988
12312.954712	-114.552704
12313.627625	-116.892532
12314.300537	-133.275269
12314.973450	-116.904602
12315.646362	-116.518730
12316.319275	-131.552261
12316.992188	-114.673584
12317.665100	-117.686241
12318.338013	-109.835930
12319.010925	-114.048622
12319.683838	-122.067917
12320.356750	-124.270950
12321.029663	-118.976669
12321.702576	-118.839333
12322.375488	-123.559258
12323.048401	-118.777115
12323.721313	-115.158272
12324.394226	-117.231651
12325.067139	-118.599564
12325.740051	-123.563385
12326.412964	-136.712769
12327.085876	-118.201904
12327.758789	-110.840317
12328.431702	-109.665436
12329.104614	-120.654640
12329.777527	-116.943695
12330.450439	-114.726204
12331.123352	-119.436272
12331.796265	-118.713051
12332.469177	-116.394928
12333.142090	-121.377930
12333.815002	-122.376480
12334.487915	-128.823929
12335.160828	-120.525894
12335.833740	-118.828728
12336.506653	-116.897476
12337.179565	-122.072060
12337.852478	-126.560799
12338.525391	-116.802299
12339.198303	-124.819519
12339.871216	-125.893532
12340.544128	-115.505844
12341.217041	-115.773575
12341.889954	-118.564186
12342.562866	-126.684959
12343.235779	-125.664688
12343.908691	-113.605621
12344.581604	-112.672737
12345.254517	-113.603508
12345.927429	-112.917068
12346.600342	-116.662041
12347.273254	-125.594269
12347.946167	-121.815338
12348.619080	-127.656479
12349.291992	-121.586365
12349.964905	-110.396210
12350.637817	-112.970009
12351.310730	-117.529373
12351.983643	-107.586113
12352.656555	-113.616974
12353.329468	-115.312454
12354.002380	-113.908386
12354.675293	-113.085960
12355.348206	-116.729431
12356.021118	-104.889442
12356.694031	-107.913063
12357.366943	-108.533043
12358.039856	-102.725456
12358.712769	-105.388481
12359.385681	-117.316261
12360.058594	-109.501228
12360.731506	-111.790375
12361.404419	-115.428612
12362.077332	-110.764648
12362.750244	-118.810699
12363.423157	-116.220901
12364.096069	-132.478714
12364.768982	-113.913399
12365.441895	-110.840149
12366.114807	-116.280342
12366.787720	-114.261253
12367.460632	-113.349022
12368.133545	-118.381042
12368.806458	-117.467720
12369.479370	-109.816818
12370.152283	-117.182396
12370.825195	-114.812035
12371.498108	-118.990860
12372.171021	-115.057541
12372.843933	-111.827080
12373.516846	-113.748085
12374.189758	-108.900421
12374.862671	-110.608940
12375.535583	-111.273598
12376.208496	-112.575569
12376.881409	-117.427200
12377.554321	-120.365639
12378.227234	-123.922516
12378.900146	-117.707054
12379.573059	-121.669228
12380.245972	-113.973259
12380.918884	-126.503983
12381.591797	-128.550385
12382.264709	-123.938530
12382.937622	-129.936081
12383.610535	-127.166748
12384.283447	-132.352509
12384.956360	-125.458832
12385.629272	-116.849716
12386.302185	-115.553215
12386.975098	-122.241859
12387.648010	-117.100670
12388.320923	-116.178032
12388.993835	-120.684067
12389.666748	-121.155609
12390.339661	-114.790192
12391.012573	-118.056534
12391.685486	-133.220276
12392.358398	-120.315117
12393.031311	-123.867928
12393.704224	-122.777969
12394.377136	-119.751289
12395.050049	-123.764854
12395.722961	-118.988869
12396.395874	-113.191963
12397.068787	-115.385620
12397.741699	-114.821671
12398.414612	-122.091240
12399.087524	-118.491272
12399.760437	-121.984924
12400.433350	-112.105774
12401.106262	-118.048378
12401.779175	-116.186874
12402.452087	-109.709038
12403.125000	-108.903137
12403.797913	-120.423073
12404.470825	-111.559113
12405.143738	-120.398262
12405.816650	-113.056992
12406.489563	-113.912186
12407.162476	-112.335129
12407.835388	-117.102097
12408.508301	-109.932098
12409.181213	-111.832413
12409.854126	-109.870323
12410.527039	-105.100266
12411.199951	-108.427971
12411.872864	-101.559280
12412.545776	-100.442558
12413.218689	-96.506477
12413.891602	-98.872482
12414.564514	-99.642494
12415.237427	-98.116455
12415.910339	-103.850998
12416.583252	-95.792786
12417.256165	-89.643463
12417.929077	-86.888191
12418.601990	-86.049294
12419.274902	-88.853546
12419.947815	-95.992165
12420.620728	-94.353195
12421.293640	-92.744759
12421.966553	-96.920883
12422.639465	-116.465332
12423.312378	-103.308342
12423.985291	-100.249725
12424.658203	-104.851326
12425.331116	-106.517387
12426.004028	-102.351646
12426.676941	-105.088051
12427.349854	-105.795853
12428.022766	-104.825562
12428.695679	-107.440689
12429.368591	-125.815361
12430.041504	-119.869949
12430.714417	-115.039322
12431.387329	-111.728050
12432.060242	-115.970169
12432.733154	-118.057365
12433.406067	-120.001030
12434.078979	-113.971558
12434.751892	-111.662704
12435.424805	-110.490395
12436.097717	-123.776810
12436.770630	-119.472733
12437.443542	-120.852493
12438.116455	-123.331596
12438.789368	-117.928192
12439.462280	-120.648438
12440.135193	-116.971069
12440.808105	-116.150757
12441.481018	-119.050255
12442.153931	-114.771004
12442.826843	-116.952400
12443.499756	-115.643585
12444.172668	-113.287659
12444.845581	-120.853249
12445.518494	-116.330856
12446.191406	-109.624466
12446.864319	-112.159431
12447.537231	-125.534843
12448.210144	-116.761803
12448.883057	-112.650879
12449.555969	-117.617485
12450.228882	-123.497032
12450.901794	-112.720062
12451.574707	-111.469185
12452.247620	-110.095406
12452.920532	-107.255295
12453.593445	-113.454338
12454.266357	-123.177979
12454.939270	-113.757103
12455.612183	-112.812569
12456.285095	-115.416885
12456.958008	-121.788704
12457.630920	-117.443153
12458.303833	-118.016701
12458.976746	-120.066696
12459.649658	-110.329666
12460.322571	-110.624832
12460.995483	-113.545128
12461.668396	-112.071510
12462.341309	-110.575714
12463.014221	-111.985962
12463.687134	-114.078979
12464.360046	-118.673294
12465.032959	-111.499252
12465.705872	-113.312828
12466.378784	-115.104149
12467.051697	-120.668320
12467.724609	-117.498428
12468.397522	-117.347031
12469.070435	-122.509430
12469.743347	-112.771027
12470.416260	-118.408676
12471.089172	-126.432350
12471.762085	-116.435051
12472.434998	-119.462631
12473.107910	-117.639618
12473.780823	-118.968071
12474.453735	-117.362648
12475.126648	-120.275604
12475.799561	-113.142998
12476.472473	-120.916847
12477.145386	-126.763008
12477.818298	-121.414742
12478.491211	-113.983582
12479.164124	-116.790947
12479.837036	-122.670891
12480.509949	-119.184708
12481.182861	-125.283821
12481.855774	-125.392052
12482.528687	-116.010452
12483.201599	-120.551712
12483.874512	-116.814751
12484.547424	-113.850121
12485.220337	-114.049011
12485.893250	-111.879425
12486.566162	-112.298309
12487.239075	-114.302681
12487.911987	-112.522232
12488.584900	-111.761955
12489.257812	-115.820320
12489.930725	-114.882607
12490.603638	-116.753075
12491.276550	-120.514023
12491.949463	-110.846565
12492.622375	-109.407211
12493.295288	-115.807091
12493.968201	-118.081718
12494.641113	-118.221176
12495.314026	-127.525162
12495.986938	-119.598732
12496.659851	-115.241432
12497.332764	-116.762726
12498.005676	-117.838478
12498.678589	-119.996475
12499.351501	-117.747490
12500.024414	-119.675598
12500.697327	-113.802750
12501.370239	-117.525879
12502.043152	-115.795921
12502.716064	-116.247910
12503.388977	-115.608536
12504.061890	-113.567940
12504.734802	-127.063141
12505.407715	-113.934357
12506.080627	-115.700417
12506.753540	-120.508774
12507.426453	-116.572578
12508.099365	-112.602356
12508.772278	-114.850983
12509.445190	-118.548187
12510.118103	-121.822449
12510.791016	-117.367332
12511.463928	-118.233978
12512.136841	-114.057838
12512.809753	-115.841125
12513.482666	-121.819435
12514.155579	-125.075615
12514.828491	-115.012123
12515.501404	-114.941734
12516.174316	-115.878929
12516.847229	-127.240585
12517.520142	-111.837784
12518.193054	-115.125877
12518.865967	-117.322975
12519.538879	-126.831474
12520.211792	-119.937019
12520.884705	-117.742798
12521.557617	-125.817833
12522.230530	-120.441132
